X,T,U
0.390625,0.0,0.05140531210208443
0.40625,0.0,0.047908310992191616
0.421875,0.0,0.04324525174547844
0.4375,0.0,0.03734150694839955
0.453125,0.0,0.030127033451405993
0.46875,0.0,0.021536969310694598
0.484375,0.0,0.011512215583166174
0.5,0.0,0.0
0.515625,0.0,-0.013045580405897983
0.53125,0.0,-0.027663040581291876
0.546875,0.0,-0.04388301543159612
0.5625,0.0,-0.061727797200415435
0.578125,0.0,-0.0812109048553632
0.59375,0.0,-0.10233668797740303
0.609375,0.0,-0.12509996753163233
0.625,0.0,-0.14948571576761305
0.640625,0.0,-0.175468777357496
0.65625,0.0,-0.20301363373072745
0.671875,0.0,-0.23207421240558268
0.6875,0.0,-0.2625937429506714
0.703125,0.0,-0.29450466103446704
0.71875,0.0,-0.3277285618384459
0.734375,0.0,-0.36217620392018157
0.75,0.0,-0.397747564417433
0.765625,0.0,-0.4343319462835099
0.78125,0.0,-0.47180813803877986
0.796875,0.0,-0.5100446263137591
0.8125,0.0,-0.5488998612466021
0.828125,0.0,-0.5882225745827061
0.84375,0.0,-0.6278521501073736
0.859375,0.0,-0.6676190458248086
0.875,0.0,-0.707345267078954
0.890625,0.0,-0.7468448895946374
0.90625,0.0,-0.785924631201941
0.921875,0.0,-0.8243844707935077
0.9375,0.0,-0.8620183128544017
0.953125,0.0,-0.8986146956979856
0.96875,0.0,-0.9339575413398253
0.984375,0.0,-0.9678269447456861
-1.0,0.015,-0.9984611909307254
-0.984375,0.015,-0.9720978901149596
-0.96875,0.015,-0.94236479326961
-0.953125,0.015,-0.910899508741006
-0.9375,0.015,-0.8778615658823372
-0.921875,0.015,-0.8434124204156161
-0.90625,0.015,-0.8077208627709547
-0.890625,0.015,-0.7709630488191557
-0.875,0.015,-0.7333217364971936
-0.859375,0.015,-0.6949851247018887
-0.84375,0.015,-0.6561453905637047
-0.828125,0.015,-0.6169969869929388
-0.8125,0.015,-0.5777347625550139
-0.796875,0.015,-0.5385519702051818
-0.78125,0.015,-0.499638234221884
-0.765625,0.015,-0.46117754426361957
-0.75,0.015,-0.4233463415218828
-0.734375,0.015,-0.38631175470583007
-0.71875,0.015,-0.35023003367825867
-0.703125,0.015,-0.315245216794922
-0.6875,0.015,-0.28148805531473825
-0.671875,0.015,-0.24907520557937612
-0.65625,0.015,-0.21810868784339627
-0.640625,0.015,-0.18867560034047115
-0.625,0.015,-0.16084806885964595
-0.609375,0.015,-0.13468340602098333
-0.59375,0.015,-0.11022445061961822
-0.578125,0.015,-0.08750005571554079
-0.5625,0.015,-0.06652569431863335
-0.546875,0.015,-0.04730415320817899
-0.53125,0.015,-0.029826288249578087
-0.515625,0.015,-0.014071818145424603
-0.5,0.015,-1.0137529534132161e-05
-0.484375,0.015,0.012398865624787314
-0.46875,0.015,0.023203999404585257
-0.453125,0.015,0.03246197172402962
-0.4375,0.015,0.040236612924165804
-0.421875,0.015,0.046598119124767384
-0.40625,0.015,0.05162231627652061
-0.390625,0.015,0.05538994346042367
-0.375,0.015,0.05798595311459883
-0.359375,0.015,0.059498825480850795
-0.34375,0.015,0.06001989458414259
-0.328125,0.015,0.059642683408896086
-0.3125,0.015,0.05846224653417979
-0.296875,0.015,0.056574519253184685
-0.28125,0.015,0.05407567305274831
-0.265625,0.015,0.051061478194667415
-0.25,0.015,0.04762667496022911
-0.234375,0.015,0.04386435584207728
-0.21875,0.015,0.03986536155527755
-0.203125,0.015,0.03571769416751759
-0.1875,0.015,0.03150595090537266
-0.171875,0.015,0.02731078228068566
-0.15625,0.015,0.0232083781107032
-0.140625,0.015,0.01926998479919452
-0.125,0.015,0.015561456931727564
-0.109375,0.015,0.012142845848977228
-0.09375,0.015,0.009068027431159732
-0.078125,0.015,0.006384370886850975
-0.0625,0.015,0.004132449919294498
-0.046875,0.015,0.002345797266021424
-0.03125,0.015,0.0010507032894257057
-0.015625,0.015,0.0002660590454235945
0.0,0.015,3.244075266639612e-06
0.015625,0.015,0.00026605904542365
0.03125,0.015,0.0010507032894256363
0.046875,0.015,0.0023457972660215765
0.0625,0.015,0.004132449919294512
0.078125,0.015,0.006384370886850788
0.09375,0.015,0.00906802743115942
0.109375,0.015,0.01214284584897718
0.125,0.015,0.015561456931727329
0.140625,0.015,0.019269984799194124
0.15625,0.015,0.023208378110702997
0.171875,0.015,0.027310782280685487
0.1875,0.015,0.03150595090537235
0.203125,0.015,0.03571769416751751
0.21875,0.015,0.03986536155527763
0.234375,0.015,0.04386435584207721
0.25,0.015,0.047626674960229085
0.265625,0.015,0.05106147819466737
0.28125,0.015,0.054075673052748505
0.296875,0.015,0.05657451925318489
0.3125,0.015,0.05846224653417993
0.328125,0.015,0.05964268340889613
0.34375,0.015,0.0600198945841427
0.359375,0.015,0.05949882548085088
0.375,0.015,0.05798595311459887
0.390625,0.015,0.05538994346042385
0.40625,0.015,0.0516223162765208
0.421875,0.015,0.046598119124767495
0.4375,0.015,0.04023661292416571
0.453125,0.015,0.03246197172402965
0.46875,0.015,0.023203999404585465
0.484375,0.015,0.012398865624787286
0.5,0.015,-1.013752953407665e-05
0.515625,0.015,-0.01407181814542452
0.53125,0.015,-0.02982628824957803
0.546875,0.015,-0.04730415320817896
0.5625,0.015,-0.0665256943186332
0.578125,0.015,-0.08750005571554062
0.59375,0.015,-0.11022445061961803
0.609375,0.015,-0.1346834060209832
0.625,0.015,-0.16084806885964567
0.640625,0.015,-0.18867560034047087
0.65625,0.015,-0.21810868784339615
0.671875,0.015,-0.24907520557937593
0.6875,0.015,-0.2814880553147382
0.703125,0.015,-0.31524521679492185
0.71875,0.015,-0.35023003367825856
0.734375,0.015,-0.38631175470583
0.75,0.015,-0.42334634152188255
0.765625,0.015,-0.4611775442636195
0.78125,0.015,-0.4996382342218839
0.796875,0.015,-0.5385519702051819
0.8125,0.015,-0.5777347625550138
0.828125,0.015,-0.6169969869929388
0.84375,0.015,-0.6561453905637045
0.859375,0.015,-0.6949851247018887
0.875,0.015,-0.7333217364971936
0.890625,0.015,-0.7709630488191558
0.90625,0.015,-0.8077208627709547
0.921875,0.015,-0.8434124204156161
0.9375,0.015,-0.8778615658823371
0.953125,0.015,-0.9108995087410059
0.96875,0.015,-0.9423647932696101
0.984375,0.015,-0.9720978901149598
-1.0,0.03,-0.9977089134623396
-0.984375,0.03,-0.9758373747927096
-0.96875,0.03,-0.9497897737139946
-0.953125,0.03,-0.9218876875673072
-0.9375,0.03,-0.8922208682682775
-0.921875,0.03,-0.8608890829129563
-0.90625,0.03,-0.8280068462287481
-0.890625,0.03,-0.7937046106322609
-0.875,0.03,-0.7581291131832081
-0.859375,0.03,-0.7214430625417538
-0.84375,0.03,-0.6838241757206194
-0.828125,0.03,-0.6454635760601862
-0.8125,0.03,-0.6065635927844722
-0.796875,0.03,-0.567335036824686
-0.78125,0.03,-0.5279940602185558
-0.765625,0.03,-0.48875873289584976
-0.75,0.03,-0.4498454878087405
-0.734375,0.03,-0.4114655911478041
-0.71875,0.03,-0.3738217882126216
-0.703125,0.03,-0.33710525825965754
-0.6875,0.03,-0.30149298549257453
-0.671875,0.03,-0.26714562135561815
-0.65625,0.03,-0.23420587890607944
-0.640625,0.03,-0.20279746663539056
-0.625,0.03,-0.17302453950181088
-0.609375,0.03,-0.1449716211342783
-0.59375,0.03,-0.11870393424149386
-0.578125,0.03,-0.09426806640290823
-0.5625,0.03,-0.07169289509444163
-0.546875,0.03,-0.05099069797283953
-0.53125,0.03,-0.03215838079803707
-0.515625,0.03,-0.015178764536930511
-0.5,0.03,-2.1883879998990663e-05
-0.484375,0.03,0.01335373947746507
-0.46875,0.03,0.02499987473562712
-0.453125,0.03,0.0349774273356456
-0.4375,0.03,0.043355359725850556
-0.421875,0.03,0.05020968881282703
-0.40625,0.03,0.05562255626321261
-0.390625,0.03,0.05968136426470816
-0.375,0.03,0.062477967196021306
-0.359375,0.03,0.06410790870998134
-0.34375,0.03,0.06466969379537804
-0.328125,0.03,0.06426408623830136
-0.3125,0.03,0.06299342334415362
-0.296875,0.03,0.06096094160905133
-0.28125,0.03,0.058270109062135714
-0.265625,0.03,0.05502396207593131
-0.25,0.03,0.05132444642091948
-0.234375,0.03,0.04727176410897439
-0.21875,0.03,0.0429637290423426
-0.203125,0.03,0.0384951356035147
-0.1875,0.03,0.03395714505930718
-0.171875,0.03,0.0294366950107198
-0.15625,0.03,0.02501593712533265
-0.140625,0.03,0.020771708089306437
-0.125,0.03,0.01677503817593043
-0.109375,0.03,0.013090701121539677
-0.09375,0.03,0.009776808205523138
-0.078125,0.03,0.006884448624129881
-0.0625,0.03,0.004457377494500217
-0.046875,0.03,0.002531752179256372
-0.03125,0.03,0.0011359171201979767
-0.015625,0.03,0.0002902370312191649
0.0,0.03,6.978126220025249e-06
0.015625,0.03,0.0002902370312192204
0.03125,0.03,0.001135917120197838
0.046875,0.03,0.0025317521792565523
0.0625,0.03,0.004457377494500314
0.078125,0.03,0.006884448624129458
0.09375,0.03,0.009776808205522847
0.109375,0.03,0.013090701121539539
0.125,0.03,0.01677503817593015
0.140625,0.03,0.020771708089306146
0.15625,0.03,0.025015937125332385
0.171875,0.03,0.029436695010719736
0.1875,0.03,0.033957145059306845
0.203125,0.03,0.03849513560351449
0.21875,0.03,0.0429637290423425
0.234375,0.03,0.04727176410897421
0.25,0.03,0.051324446420919385
0.265625,0.03,0.05502396207593134
0.28125,0.03,0.0582701090621359
0.296875,0.03,0.060960941609051515
0.3125,0.03,0.06299342334415377
0.328125,0.03,0.0642640862383014
0.34375,0.03,0.06466969379537799
0.359375,0.03,0.06410790870998141
0.375,0.03,0.06247796719602147
0.390625,0.03,0.0596813642647083
0.40625,0.03,0.0556225562632128
0.421875,0.03,0.05020968881282707
0.4375,0.03,0.043355359725850494
0.453125,0.03,0.0349774273356456
0.46875,0.03,0.024999874735627134
0.484375,0.03,0.013353739477465001
0.5,0.03,-2.1883879998935152e-05
0.515625,0.03,-0.015178764536930484
0.53125,0.03,-0.032158380798036984
0.546875,0.03,-0.05099069797283953
0.5625,0.03,-0.07169289509444146
0.578125,0.03,-0.09426806640290794
0.59375,0.03,-0.11870393424149378
0.609375,0.03,-0.14497162113427803
0.625,0.03,-0.1730245395018105
0.640625,0.03,-0.20279746663539033
0.65625,0.03,-0.23420587890607927
0.671875,0.03,-0.267145621355618
0.6875,0.03,-0.3014929854925744
0.703125,0.03,-0.3371052582596572
0.71875,0.03,-0.3738217882126215
0.734375,0.03,-0.41146559114780407
0.75,0.03,-0.4498454878087403
0.765625,0.03,-0.4887587328958497
0.78125,0.03,-0.5279940602185559
0.796875,0.03,-0.5673350368246861
0.8125,0.03,-0.6065635927844722
0.828125,0.03,-0.645463576060186
0.84375,0.03,-0.6838241757206192
0.859375,0.03,-0.7214430625417537
0.875,0.03,-0.7581291131832081
0.890625,0.03,-0.7937046106322612
0.90625,0.03,-0.8280068462287482
0.921875,0.03,-0.8608890829129564
0.9375,0.03,-0.8922208682682774
0.953125,0.03,-0.9218876875673069
0.96875,0.03,-0.9497897737139946
0.984375,0.03,-0.9758373747927098
-1.0,0.045,-0.9973729944005878
-0.984375,0.045,-0.9790911905530838
-0.96875,0.045,-0.956322932310818
-0.953125,0.045,-0.9316702327391561
-0.9375,0.045,-0.9051603694103476
-0.921875,0.045,-0.8768334742053447
-0.90625,0.045,-0.8467467795335573
-0.890625,0.045,-0.8149772870369094
-0.875,0.045,-0.7816238266698269
-0.859375,0.045,-0.7468084527334022
-0.84375,0.045,-0.7106770430222636
-0.828125,0.045,-0.6733989801393151
-0.8125,0.045,-0.6351658357255608
-0.796875,0.045,-0.5961890379223318
-0.78125,0.045,-0.5566965731058833
-0.765625,0.045,-0.5169288468706399
-0.75,0.045,-0.47713389728041994
-0.734375,0.045,-0.43756220656739353
-0.71875,0.045,-0.3984613884667
-0.703125,0.045,-0.3600710330772148
-0.6875,0.045,-0.32261796929385367
-0.671875,0.045,-0.28631216010924143
-0.65625,0.045,-0.25134338514167
-0.640625,0.045,-0.2178787960019758
-0.625,0.045,-0.18606136206419027
-0.609375,0.045,-0.1560091640812893
-0.59375,0.045,-0.12781544592370414
-0.578125,0.045,-0.10154930300660074
-0.5625,0.045,-0.07725686983029098
-0.546875,0.045,-0.054962866759607876
-0.53125,0.045,-0.034672374834577024
-0.515625,0.045,-0.01637272369039175
-0.5,0.045,-3.539830857149373e-05
-0.484375,0.045,0.014382107482576512
-0.46875,0.045,0.026934541255981076
-0.453125,0.045,0.03768727699353494
-0.4375,0.045,0.046714849345712045
-0.421875,0.045,0.0540996384550351
-0.40625,0.045,0.05993069682001473
-0.390625,0.045,0.06430270295077942
-0.375,0.045,0.06731502257826832
-0.359375,0.045,0.06907085648843687
-0.34375,0.045,0.06967645421161484
-0.328125,0.045,0.06924037437265244
-0.3125,0.045,0.06787277510085679
-0.296875,0.045,0.06568472115058815
-0.28125,0.045,0.06278749797611709
-0.265625,0.045,0.05929192666185708
-0.25,0.045,0.05530767709753199
-0.234375,0.045,0.050942579916696415
-0.21875,0.045,0.04630194034154986
-0.203125,0.045,0.04148785909973617
-0.1875,0.045,0.036598566951041786
-0.171875,0.045,0.03172778008264643
-0.15625,0.045,0.026964083744072623
-0.140625,0.045,0.022390351078521442
-0.125,0.045,0.018083203276496637
-0.109375,0.045,0.014112516059783586
-0.09375,0.045,0.010540976235262713
-0.078125,0.045,0.007423690770555227
-0.0625,0.045,0.00480784965416927
-0.046875,0.045,0.002732442805542412
-0.03125,0.045,0.0012280305599568636
-0.015625,0.045,0.0003165668026141044
0.0,0.045,1.1273665696198698e-05
0.015625,0.045,0.0003165668026140489
0.03125,0.045,0.0012280305599567942
0.046875,0.045,0.002732442805542523
0.0625,0.045,0.004807849654169194
0.078125,0.045,0.0074236907705548805
0.09375,0.045,0.010540976235262456
0.109375,0.045,0.01411251605978353
0.125,0.045,0.018083203276496332
0.140625,0.045,0.022390351078521165
0.15625,0.045,0.02696408374407224
0.171875,0.045,0.03172778008264625
0.1875,0.045,0.03659856695104156
0.203125,0.045,0.04148785909973596
0.21875,0.045,0.046301940341549816
0.234375,0.045,0.05094257991669632
0.25,0.045,0.05530767709753192
0.265625,0.045,0.05929192666185708
0.28125,0.045,0.06278749797611724
0.296875,0.045,0.06568472115058838
0.3125,0.045,0.06787277510085694
0.328125,0.045,0.06924037437265246
0.34375,0.045,0.06967645421161482
0.359375,0.045,0.06907085648843708
0.375,0.045,0.06731502257826849
0.390625,0.045,0.06430270295077965
0.40625,0.045,0.05993069682001479
0.421875,0.045,0.05409963845503514
0.4375,0.045,0.04671484934571198
0.453125,0.045,0.03768727699353491
0.46875,0.045,0.026934541255981118
0.484375,0.045,0.014382107482576498
0.5,0.045,-3.539830857143822e-05
0.515625,0.045,-0.01637272369039172
0.53125,0.045,-0.034672374834577
0.546875,0.045,-0.05496286675960779
0.5625,0.045,-0.07725686983029076
0.578125,0.045,-0.1015493030066005
0.59375,0.045,-0.12781544592370403
0.609375,0.045,-0.1560091640812891
0.625,0.045,-0.18606136206418988
0.640625,0.045,-0.2178787960019754
0.65625,0.045,-0.2513433851416699
0.671875,0.045,-0.2863121601092414
0.6875,0.045,-0.32261796929385356
0.703125,0.045,-0.36007103307721455
0.71875,0.045,-0.39846138846669993
0.734375,0.045,-0.4375622065673934
0.75,0.045,-0.4771338972804198
0.765625,0.045,-0.5169288468706398
0.78125,0.045,-0.5566965731058832
0.796875,0.045,-0.5961890379223318
0.8125,0.045,-0.6351658357255608
0.828125,0.045,-0.6733989801393149
0.84375,0.045,-0.7106770430222635
0.859375,0.045,-0.7468084527334021
0.875,0.045,-0.7816238266698269
0.890625,0.045,-0.8149772870369094
0.90625,0.045,-0.8467467795335574
0.921875,0.045,-0.8768334742053449
0.9375,0.045,-0.9051603694103475
0.953125,0.045,-0.931670232739156
0.96875,0.045,-0.956322932310818
0.984375,0.045,-0.9790911905530839
-1.0,0.06,-0.9972687484688372
-0.984375,0.06,-0.9819165487348538
-0.96875,0.06,-0.9620551178873143
-0.953125,0.06,-0.9403440915081551
-0.9375,0.06,-0.9167598431379312
-0.921875,0.06,-0.8912898579808144
-0.90625,0.06,-0.863937062415474
-0.890625,0.06,-0.834723771511616
-0.875,0.06,-0.8036954317249525
-0.859375,0.06,-0.7709239733174486
-0.84375,0.06,-0.7365105197472657
-0.828125,0.06,-0.7005871833075785
-0.8125,0.06,-0.6633176912431751
-0.796875,0.06,-0.6248966362146805
-0.78125,0.06,-0.5855472292397221
-0.765625,0.06,-0.5455175464415789
-0.75,0.06,-0.5050753911076923
-0.734375,0.06,-0.4645020226742953
-0.71875,0.06,-0.4240851151232725
-0.703125,0.06,-0.3841113814811291
-0.6875,0.06,-0.34485932687480053
-0.671875,0.06,-0.30659256648912364
-0.65625,0.06,-0.26955407234783657
-0.640625,0.06,-0.23396160712433461
-0.625,0.06,-0.20000448146399857
-0.609375,0.06,-0.167841651281589
-0.59375,0.06,-0.13760106795167526
-0.578125,0.06,-0.10938011690825908
-0.5625,0.06,-0.08324693284793652
-0.546875,0.06,-0.05924236135508029
-0.53125,0.06,-0.037382342606452845
-0.515625,0.06,-0.01766051626479906
-0.5,0.06,-5.088079911017007e-05
-0.484375,0.06,0.01548962090112016
-0.46875,0.06,0.02901867943201511
-0.453125,0.06,0.04060641538768517
-0.4375,0.06,0.05033342029464549
-0.421875,0.06,0.05828904471216009
-0.40625,0.06,0.0645699193094963
-0.390625,0.06,0.06927868338306287
-0.375,0.06,0.07252288870702739
-0.359375,0.06,0.07441404393303797
-0.34375,0.06,0.07506676510598026
-0.328125,0.06,0.07459800046098367
-0.3125,0.06,0.07312630183001964
-0.296875,0.06,0.07077112013136336
-0.28125,0.06,0.0676521080486351
-0.265625,0.06,0.06388841871263783
-0.25,0.06,0.05959799463283242
-0.234375,0.06,0.05489684600522711
-0.21875,0.06,0.049898321634520425
-0.203125,0.06,0.044712378902777794
-0.1875,0.06,0.039444861417610694
-0.171875,0.06,0.034196794173700626
-0.15625,0.06,0.02906370632430283
-0.140625,0.06,0.02413499110565763
-0.125,0.06,0.019493311256002455
-0.109375,0.06,0.015214056622121122
-0.09375,0.06,0.011364858762691478
-0.078125,0.06,0.008005165445808614
-0.0625,0.06,0.005185876181768648
-0.046875,0.06,0.0029490384789158386
-0.03125,0.06,0.0013276034614073118
-0.015625,0.06,0.00034523889405523034
0.0,0.06,1.6197520894822848e-05
0.015625,0.06,0.0003452388940552442
0.03125,0.06,0.0013276034614072563
0.046875,0.06,0.0029490384789157553
0.0625,0.06,0.0051858761817688
0.078125,0.06,0.008005165445808426
0.09375,0.06,0.011364858762691221
0.109375,0.06,0.015214056622121053
0.125,0.06,0.01949331125600212
0.140625,0.06,0.02413499110565724
0.15625,0.06,0.029063706324302517
0.171875,0.06,0.0341967941737004
0.1875,0.06,0.03944486141761021
0.203125,0.06,0.044712378902777655
0.21875,0.06,0.049898321634520404
0.234375,0.06,0.054896846005227054
0.25,0.06,0.05959799463283235
0.265625,0.06,0.06388841871263794
0.28125,0.06,0.06765210804863528
0.296875,0.06,0.0707711201313635
0.3125,0.06,0.07312630183001981
0.328125,0.06,0.07459800046098376
0.34375,0.06,0.07506676510598043
0.359375,0.06,0.0744140439330382
0.375,0.06,0.0725228887070275
0.390625,0.06,0.06927868338306303
0.40625,0.06,0.0645699193094964
0.421875,0.06,0.05828904471216014
0.4375,0.06,0.05033342029464535
0.453125,0.06,0.04060641538768514
0.46875,0.06,0.02901867943201518
0.484375,0.06,0.01548962090112023
0.5,0.06,-5.088079911011456e-05
0.515625,0.06,-0.017660516264798976
0.53125,0.06,-0.03738234260645287
0.546875,0.06,-0.05924236135508015
0.5625,0.06,-0.08324693284793638
0.578125,0.06,-0.1093801169082588
0.59375,0.06,-0.13760106795167498
0.609375,0.06,-0.16784165128158862
0.625,0.06,-0.20000448146399824
0.640625,0.06,-0.23396160712433428
0.65625,0.06,-0.2695540723478364
0.671875,0.06,-0.3065925664891235
0.6875,0.06,-0.34485932687480036
0.703125,0.06,-0.384111381481129
0.71875,0.06,-0.42408511512327257
0.734375,0.06,-0.4645020226742952
0.75,0.06,-0.5050753911076921
0.765625,0.06,-0.5455175464415787
0.78125,0.06,-0.5855472292397221
0.796875,0.06,-0.6248966362146805
0.8125,0.06,-0.6633176912431751
0.828125,0.06,-0.7005871833075785
0.84375,0.06,-0.7365105197472656
0.859375,0.06,-0.7709239733174487
0.875,0.06,-0.8036954317249525
0.890625,0.06,-0.8347237715116159
0.90625,0.06,-0.8639370624154741
0.921875,0.06,-0.8912898579808144
0.9375,0.06,-0.9167598431379309
0.953125,0.06,-0.940344091508155
0.96875,0.06,-0.9620551178873145
0.984375,0.06,-0.981916548734854
-1.0,0.075,-0.997297503577219
-0.984375,0.075,-0.9843674815569255
-0.96875,0.075,-0.9670724827958512
-0.953125,0.075,-0.948007214738339
-0.9375,0.075,-0.9271090884241561
-0.921875,0.075,-0.9043223119119949
-0.90625,0.075,-0.8796022626523156
-0.890625,0.075,-0.8529201635821715
-0.875,0.075,-0.8242680325383118
-0.859375,0.075,-0.793663706549816
-0.84375,0.075,-0.7611556496170142
-0.828125,0.075,-0.7268271782021138
-0.8125,0.075,-0.6907996898529862
-0.796875,0.075,-0.6532344721156044
-0.78125,0.075,-0.6143327148456768
-0.765625,0.075,-0.5743334563941807
-0.75,0.075,-0.533509359332511
-0.734375,0.075,-0.4921604177670567
-0.71875,0.075,-0.4506059172561231
-0.703125,0.075,-0.40917516424780304
-0.6875,0.075,-0.36819764010634976
-0.671875,0.075,-0.3279932901121569
-0.65625,0.075,-0.2888636213894169
-0.640625,0.075,-0.2510841648666322
-0.625,0.075,-0.2148986796705101
-0.609375,0.075,-0.1805152766915217
-0.59375,0.075,-0.14810444440826853
-0.578125,0.075,-0.11779880046799052
-0.5625,0.075,-0.08969428217381167
-0.546875,0.075,-0.06385243173145597
-0.53125,0.075,-0.04030342247180713
-0.515625,0.075,-0.019049499254389646
-0.5,0.075,-6.855679656816993e-05
-0.484375,0.075,0.016682358530712288
-0.46875,0.075,0.031263774683753076
-0.453125,0.075,0.0437508410716842
-0.4375,0.075,0.05423074150047097
-0.421875,0.075,0.06280047958766916
-0.40625,0.075,0.06956501581258964
-0.390625,0.075,0.07463571730378199
-0.375,0.075,0.07812907127034643
-0.359375,0.075,0.08016560900420086
-0.34375,0.075,0.08086898807889296
-0.328125,0.075,0.08036518441680429
-0.3125,0.075,0.07878175218997865
-0.296875,0.075,0.07624711716863705
-0.28125,0.075,0.07288987741709767
-0.265625,0.075,0.06883809357641667
-0.25,0.075,0.06421855889158588
-0.234375,0.075,0.05915604625481073
-0.21875,0.075,0.053772535547936845
-0.203125,0.075,0.04818642926747508
-0.1875,0.075,0.04251176769022012
-0.171875,0.075,0.0368574566699789
-0.15625,0.075,0.031326521627393134
-0.140625,0.075,0.02601540057487793
-0.125,0.075,0.021013287348974063
-0.109375,0.075,0.016401533893497203
-0.09375,0.075,0.012253117760504556
-0.078125,0.075,0.008632178277200253
-0.0625,0.075,0.005593622337210252
-0.046875,0.075,0.0031827987320539805
-0.03125,0.075,0.0014352384924204292
-0.015625,0.075,0.0003764579332847656
0.0,0.075,2.1820990875665025e-05
0.015625,0.075,0.0003764579332846685
0.03125,0.075,0.0014352384924202766
0.046875,0.075,0.0031827987320539597
0.0625,0.075,0.00559362233721028
0.078125,0.075,0.008632178277199976
0.09375,0.075,0.012253117760504195
0.109375,0.075,0.016401533893497133
0.125,0.075,0.02101328734897373
0.140625,0.075,0.026015400574877376
0.15625,0.075,0.03132652162739277
0.171875,0.075,0.03685745666997858
0.1875,0.075,0.04251176769021983
0.203125,0.075,0.04818642926747483
0.21875,0.075,0.05377253554793672
0.234375,0.075,0.05915604625481065
0.25,0.075,0.0642185588915858
0.265625,0.075,0.0688380935764167
0.28125,0.075,0.07288987741709782
0.296875,0.075,0.07624711716863714
0.3125,0.075,0.07878175218997881
0.328125,0.075,0.08036518441680442
0.34375,0.075,0.08086898807889292
0.359375,0.075,0.08016560900420101
0.375,0.075,0.0781290712703466
0.390625,0.075,0.0746357173037823
0.40625,0.075,0.0695650158125898
0.421875,0.075,0.0628004795876691
0.4375,0.075,0.05423074150047094
0.453125,0.075,0.04375084107168417
0.46875,0.075,0.031263774683753146
0.484375,0.075,0.016682358530712274
0.5,0.075,-6.855679656811442e-05
0.515625,0.075,-0.019049499254389507
0.53125,0.075,-0.04030342247180707
